adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/zaShigpdqZugK8xe3sRdRgYV3SH.jpg,"[35, 10749]",768702,ru,Love,"Love Hotel. The best place to spend your holiday on February 14th. So this time the doors of the hotel are open for everyone who wants to make Valentine's Day special, wants to believe in love again, or at least not be alone on this day. Former classmates meet at a restaurant in honor of the 40th anniversary of graduation and old feelings flare up with renewed vigor. A jealous man tries to enter all the rooms on the floor to find his missing wife. A private detective and his attractive client arrange a spy show with wiretaps to bring out the scoundrel husband. An immigrant maid from Uzbekistan chooses between love for her young boy and money from his mother, given for her immediate flight home. And the life of a humble student who dreams of becoming a man in just one hour will never be the same after meeting the most talkative night butterfly in the city ...",0.2608,/hS2eFigVGchssBaRlbt4hkRs09e.jpg,2020-12-24,Love,False,6.0,43
False,/kcW8J6JJD2fQJzbGU1aHnO3OPng.jpg,"[18, 10749, 53]",89453,en,Love,"In New York, an absurd coincidence links the lives of a Yugoslavian hitman, his ex-wife and her new partner, a policeman whose father was a criminal. His code name is ""Uncle Vanya"". He grew up in Bosnia, an orphan of both parents and, having never met them, he does not know whether he is a Serb, a Croat or a Muslim. A victim of his fate and his past in war-torn Bosnia, he has become a hitman. He would like to stop killing but he can't.",2.5058,/3v6Bn9awDGOgANbDFCgZLw6RODJ.jpg,2005-04-21,Love,False,5.139,18
False,,[],693862,en,LOVE,"A gorgeous and frequently emotional rumination on the “big things” in life, James Gallagher’s new short film, Love, poses questions on what we love, why we love it, and what happens when the desire to win becomes detrimental to our experience of ourselves and other people. While that description seems preachy, the film is not didactic—on the contrary, its plot is extremely loose and impressionistic, requiring the viewer some effort to construct its fast-moving snippets into a coherent narrative.",1.9681,/hKNVRL7J6hsIYpWkqW7DFchyWRg.jpg,2020-02-10,LOVE,False,8.5,1
False,,[16],1156243,en,Love,A father shows love to his cactus son.,1.1225,/ju6v3DvlalaCDpTiCvqMyzAKIWa.jpg,2013-06-03,Love,False,5.9,7
False,,[18],1050542,en,Love,"An unrequited love story, starring British autistic TV and film actor Jules Robertson. This bittersweet film tells the story of Oscar, a complex character with unique needs but the same hopes and desires as anyone. Rather than a film ‘about’ autism, LOVE invites its audience to consider the world from the viewpoint of an autistic person. We follow Oscar’s journey as he navigates the stresses and strains of daily life, taking the poetic lyrics of his favourite band The Streets, and using them as a coping mechanism when faced with uncomfortable social conundrums.",0.4925,/6YH10FG4ClZAUNZxNfwybp85Wkf.jpg,2022-11-27,Love,False,5.5,2
False,/evWFaGe9b2GTseBos2dDIhznRHZ.jpg,[],1051787,en,Love,"New Years' Eve. Boy meets girl. Boy doesn't have condom. A film about unprotected sex, destiny, and soul music.",0.3505,/uPOjqD3JV4gUD0udHDsiWgwEapa.jpg,2011-01-01,Love,False,5.8,3
False,,[16],1316954,tr,Love,"A strange wire-fingered homunculus navigates through his dreams of different faces and faces, traversing a subliminal and endless variety. They are all different faces, but all have huge eyes that are questioned as to what keeps them apart, perhaps left broken by an impossible love.",0.1086,/6tlee9BAuFgm8O1MdzEC6FEorvO.jpg,2024-07-24,Love,False,6.4,30
False,,[99],615120,es,Love,A documentary feature looking at the effects of poverty on prostitution.,1.0373,/3sTfiyK9uhQLajy2qQCB80oPCYS.jpg,2017-01-01,Love,False,5.0,2
False,,[18],1047709,en,Love,"Cesare used to be a star, a long time ago. The venues have become smaller and the audiences more cruel. Cesare is on his way to his next performance with his keyboarder Joe but their way ends at a fork in the road.",0.1708,/xN5fclFxcEYbsiRMZsrG0t6YyVy.jpg,1999-10-21,Love,False,5.2,3
False,,[18],639185,en,Love,"Context of attacks in a city. A woman caught unawares in her privacy and an armed man, threatening her husband, meet and live a moment of suspension amid a state of chaos.",0.09,,2017-01-23,Love,False,5.6,7
False,,[],875501,ru,Love,,0.5807,,2011-09-09,Love,False,9.0,1
False,/peWPosBc1hhRPCTkMDH8z11pBml.jpg,[16],399875,en,Love,"LOVE is a short film describing affection in 3 different chapters, through an impact on a distant solar system.",0.0878,/hVYuWa5fGQAi5s50ecUqj4nTyVz.jpg,2016-02-18,Love,False,7.0,9
False,,[],988768,en,Love,A sapphic lesbian coming of age short film that follows two girls veering away from societies norms as they come to terms with their sexuality.,0.0143,/quLtM0IhUdKSxs748MQUpQW2zia.jpg,2022-05-20,Love,False,5.4,10
False,,[],1031063,en,Love,"A narrative art film made for National Poetry Month and the Visible Poetry Project which features a series of touching vignettes of two women falling in and out of love - but told in reverse chronology and physically performed in reverse as well, then flipped ""forward"" in the edit.",0.1415,/d09gjvs5UQANM9ZNUQ4228fkhsy.jpg,2020-04-21,Love,False,5.3,9
False,,[],1192753,en,Love,"Love explores the shapeshifting nature of language on the internet. In the video, images extracted from Instagram—all found under #love—are transformed and integrated with original footage shot by the artist. #love is the most used hashtag on Instagram and currently there are over 2 billion posts tagged in this way. Connecting seemingly disparate images, Love tries to understand and link all of the possible associations of a given word at a single moment in time through narrative. A voiceless narrator—a loose personification of the Instagram platform or perhaps even the internet itself—addresses the viewer in the form of a love letter.",0.0071,/9rH0yCe7CPyToe8tg7YowDCui7D.jpg,2023-10-27,Love,False,7.6,9
False,/MRmtVc7lkhpKRqK9p4vlWNUfVT.jpg,[99],1275499,en,Love,"After a miscarriage and a historic ascent of the famous sport climb Dreamcatcher, Paige Claassen follows her own path as a professional athlete training through pregnancy, finding new meaning in strength and identity through the early days of motherhood.",0.1544,/Z9xHZSPhVxtzUkHhSnAbQDe3kL.jpg,2023-03-04,Love,False,7.5,1
False,/9JFbzgEuPiJ42a9EWT07yFHoJzB.jpg,"[10749, 35]",1396805,it,Love,"A boy and a girl are in love, but they wait for the other to make the first move.",0.1023,/pUZOaLAKJZDaPHxCx1mrULIhyLQ.jpg,2015-02-15,Love,False,6.4,5
False,,[99],1267386,en,Love,A short film showcasing the perception of love by the bourgeoisie society of Bangladesh across multiple generations.,0.0577,/aIOrM3i8W7DAFIAKax84yrL2yR7.jpg,2021-12-30,Love,False,4.2,2
False,/AhLL62v0I1qulFulO55lahQ8mGf.jpg,[35],1371765,en,LOVE,"The film invites you to discover three mind-blowing solutions on how to cure one of the most harmful diseases, ""love"".",0.0978,/xgSmTvC7LS9F3omLwDPSO5cbObK.jpg,2024-10-19,LOVE,False,8.8,2
False,/gkvZqeAU9Q5p6ODNtROSNLuUcoN.jpg,[14],972966,en,Love,"The love story of Paolo and Francesca in the Divine Comedy based on the Divine Comedy, Inferno, Chapter 5 'Legend Love story of ""Paolo and Francesca"". This is a forbidden love that is not blessed. Francesca fell in love with her husband's brother Paolo. Her husband found an affair and killed them. After their death, they were tortured by the wind every day in hell, but they still loved each other and hugged each other tightly. ""Love"" presents a new style for this shining love with Chinese traditional painting style after 700 years.",0.0071,,2021-01-01,Love,False,7.0,2
False,,[],1577132,it,Love,"Karma is less of a survivor than an apparition—an afterimage that persists in a landscape that has been abandoned by humanity. She traverses the remnants of a civilization that has perished, where the Earth has reverted to a primordial battlefield where the great archetypes continue to clash. Or, it is possible that she is a forgotten divinity, reclaiming a domain of collapsed mines, rust-freckled sacrificial altars, and wind-tossed drifts of fabric that have been shed by billions of vanished bodies. She transforms into a living panopticon that fractures the surrounding ruin into a thousand recursive reflections, enveloped in a mantle of mirrored fragments.",0.0,/xMrfnWVHouh3i73k5YOD97KRfc3.jpg,2025-09-12,Love,False,0.0,0
False,,[99],1139978,en,Love,Silent metropolitan scenes filmed by Beryl Sokoloff in 1960.,0.0143,/k5ILeUbhphhDr1QewbQ8TMXyCmA.jpg,1960-01-01,Love,False,0.0,0
False,,[],1556882,it,Love,"Karma haunts a post-human world, pursued by her feral nemesis as she confronts ancient forces. LOVE is an AI-created video performance blending poetry, sculpture, and digital myth.",0.0,,,Love,False,0.0,0
False,,[],1258815,en,Love,"The light of love: a science fiction film set in Alphaville, 2015. Shot in Melbourne, 1991.",0.162,,1991-06-01,Love,False,4.5,2
False,,[],448376,en,Love,"In ‘Love’, the subtleties of first desires to climactic scenes of impassioned dialogue and action, to betrayal, disgust and violence that have played out over the history of film are ripped from original contexts and edited into a repetitive staccato rush, regurgitating, for our entertainment, horror and critique, the stereotypical, hyperbolic trajectory of (heterosexual) love. Through this process Moffatt unites the graphic punch and suggestiveness of the still image with the satisfaction of a complete movie narrative. In the end, its only a movie.  ‘Love’ embodies Moffatt’s desire to create work that has an ‘international look’ and deal with ‘universal predicaments’. 'Love' is both parody and pastiche, critical comment, and wryly humorous.",0.9824,/uzhch7bmKJYsOL4dUUWZGgk6BtI.jpg,2003-01-01,Love,False,8.0,5
False,,[99],298936,en,Love,"Love is the ultimate force for health, happiness, harmony and well-being. The power of Love can overcome any darkness or negativity and can take on endless forms. In this dynamic 90- minute program, Dr. Gary Null and 16 of the world's leading Medical Doctors, Psychologists, Philosophers, Professors and Spiritual Experts come together to share their insights on every aspect of Love based on questions from people around the globe.",0.0404,,2010-06-05,Love,False,4.333,3
False,,[99],1232055,en,Love,"A poetic documentary on love, loss, and acceptance.",0.0752,/rF9wS4180CPRDWEyStkzfp8ajpN.jpg,2023-08-01,Love,False,8.0,1
False,,[],1557099,it,LOVE,"Karma haunts a post-human world, pursued by her feral nemesis as she confronts ancient forces. LOVE is an AI-created video performance blending poetry, sculpture, and digital myth.",0.0071,,,LOVE,False,0.0,0
False,,[],574778,en,Love,A dark romantic tale about a woman and her dog.,0.0,,,Love,False,0.0,0
False,,[],1176626,en,Love,"There is a bunch of 5 male students studying in a college,who are known to help each other and have fun. One fine day Suri (Sivaji) gets an anonymous love letter from one of the girls in the college. Piqued by the curiosity,the gang of five decides to help themselves out by discovering the secret admirer of Suri.As the secret admirer asks Suri to come to the women's college cricket competitions in which she is participating. After having a thorough look at their college girls participating in cricket competition,they found out the room number in which all these girls are staying.",0.0071,,,Love,False,1.8,2
False,/8dJ5YxvWc7lP0uB4LgfHcijicNX.jpg,"[18, 10770]",1250494,fr,Love,"Ben's relationship with Juliette, a blind girl, will reveal a deep secret about his personality.",0.0,/gaBevledoTx3WaiuxlUhE5JNmVM.jpg,2021-02-18,Love,False,8.0,1
False,,[],1287620,en,Love,"A different love story of Romeo and Juliet. Please feel the strangeness in the love, the animation work. A short story that will tell a story beyond imagination.",0.0071,/cE6x9lRpPE2UUmjXWYIwk4ebG3Z.jpg,,Love,False,6.2,2
False,,[],1386342,en,Love,Love - india 2022,0.0071,,2022-06-01,Love,False,6.5,1
False,/qWp1HFyh75A8yE3FURXpPakVh0k.jpg,[],1381558,de,#Love,"Inspired by Arthur Schnitzler’s scandalous drama Reigen and Chantal Akerman’s famous film Tout en Nuit, the viewer witnesses a modern cycle of love.  The film portrays fleeting moments of happiness and disappointment: a young woman talks about her non-binary existence. We observe another woman who, after long years of marriage, finally leaves her home to embark on her first romantic adventure in a hotel room with a “blind date”. This is followed by a drunken drive home for a couple, whose nighttime outing ends in a dark landscape. To be continued!",0.4613,,2024-10-24,#Love,False,5.0,1
False,/vXQnoQiweOMaNCTZ9WAV7letV8I.jpg,[],1488808,my,#Love,"Hein Tun, a revered Burmese spiritual medium, has been in a loving relationship with Oakkar, a young actor. Yet, the couple faces societal scrutiny over their age difference and assumptions that Oakkar’s feelings are financially motivated. With humour and banter, their story showcases the courage to embrace love and identity amid Burmese cultural traditions and societal prejudice.",0.0143,,,#Love,False,0.0,0
False,/uBSAkQNDh9INECJlVEkUc2Q5uZ2.jpg,"[53, 80, 18]",1429750,th,ลักกันวันตาย,Two bank employees steal from a dead woman's account and unwittingly entangle themselves in Pattaya's criminal underworld.,5.2217,/p43EHgFFik8csqNlRDI9uVU1onx.jpg,2025-10-10,Everybody Loves Me When I'm Dead,False,6.2,10
False,/kTfSYAxmdUjEI7mUzM2eZ910Puo.jpg,"[35, 10749]",1096638,fr,À toute allure,"She is a tactical submarine officer. He is a steward. Before diving for 90 days she chooses to make it her ""four-hour"". But here he is clinging. Who follows her. Who sticks it. Where do we go if the flight crew of a 747 prides itself on romance? As if we had time to be in love on board a military ship. Still, the Pacific Ocean is not big enough. Neither does the Arctic Ocean. The world is so small when you love each other so much.",5.0075,/8AgHsphAafmNANTKdBQfKmgGbhi.jpg,2024-11-06,In the Sub for Love,False,5.385,52
False,,[],1282709,en,L.O.V.E,Music video from The Attackbots filmed during lockdown. Lucy's laptop declares their love for her. Arty robo-angst.,0.0071,,,L.O.V.E,False,0.0,0
False,/o513fsUkJmdHHZbE8OLUlSlTg4V.jpg,"[10749, 18]",1228685,no,Kjærlighet,"A female doctor in her late forties has no desire for a permanent relationship. But when a male nurse talks about how random meetings with men sometimes lead to rewarding and noncommittal sex, she notices how this is exactly what she wants.",7.3926,/iLkxnDAhmzOlLtjzv19RvbnrHsP.jpg,2024-11-10,Love,False,6.875,28
False,/zHIOC4LMMGJaaw2nLfy6uLv0dMp.jpg,"[18, 10749]",10995,fr,L'Amant,"A poor French teenage girl engages in an illicit affair with a wealthy Chinese heir in 1920s Saigon. For the first time in her young life she has control, and she wields it deftly over her besotted lover throughout a series of clandestine meetings and torrid encounters.",8.6765,/lgBGy8QaIFD9jQJWgi837czobEp.jpg,1992-01-22,The Lover,False,7.0,731
False,/dXivWEGmROoeEUrGie1FZi0pDrE.jpg,"[18, 10770]",227081,en,The Color of Love: Jacey's Story,"Georgia Potter, an old-fashioned widow who lives in a small Southern town, whose life changes drastically when her estranged daughter and the son-in-law she never met die in a car crash. When she visits her granddaughter Jacey in the hospital, she’s shocked to discover that she’s half black, but conceals her misgivings and decides to raise her by herself.",1.6183,/9k4jSEH817mEx1G8kh9tiwYFB2E.jpg,2000-03-19,The Color of Love: Jacey's Story,False,7.0,5
False,/gDEwUA8SYBoalYbS9IgDyjCMUCo.jpg,"[18, 53]",460105,ja,リベンジポルノ LOVE IS DEAD,"A female office worker grows tired of her popular and attractive colleague's office affairs, and releases explicit footage of her as revenge.",3.8367,/xA7BPYt95hED5BGCDMekEQYxeA7.jpg,2015-12-25,Revenge Porn: Love Is Dead,False,5.2,20
False,/lYILtcQ7SWmpJONbmzQE4gkvA7E.jpg,[35],1283655,pt,Top Love - Só e Bem Acompanhado!,"All was going well in Paulinho Gogó's life, until Nêga Juju, his beloved, leaves him. As the saying goes: bad luck in love, good luck in the game. Paulinho and his friends make fortunes through betting, yet he is not satisfied. Many twists and turns, Paulinho realizes that to be happy, he just needs to pursue his dream: play samba with his friends at his favorite bar, where he finds his new love.",4.2071,/dnEDznGf2ATL0onIlDcGFSJcnEb.jpg,2024-05-01,Top Love,False,5.9,6
False,/rQ5jtwuzMVJ4M41sz5w3UDiII3Z.jpg,"[18, 10749]",354141,tl,The Love Affair,"Often in the backseat and a second priority to her partner, a lawyer decides to end her relationship and focuses on herself with a help of a man out of her league.",4.5021,/xfkKojYMUTDrI1jD6DTyAuDZdXr.jpg,2015-08-12,The Love Affair,False,4.25,8
False,/5hcouxgjYMIdH3e113LOLK3eD6D.jpg,"[35, 10749, 18]",79871,cn,蜜桃成熟時,"What was supposed to be summer school in England becomes an adventurous exotic and romantic journey for a beautiful teenage girl. [from the Tai Seng Catalog] A nice story of a free-sprited (or, depending on your viewpoint, prick-teasing) young woman on a short journey of discovery.",5.2053,/eDbaYa0ywZSkUneyh2BcdTUByla.jpg,1993-04-17,Crazy Love,False,6.175,40
False,/c26Lu37lhie6KLTn8abwwZqmBnJ.jpg,"[80, 9648, 18]",290234,ja,劇場版 ATARU THE FIRST LOVE＆THE LAST KILL,"Ataru, who suffers from “savant syndrome,” has the power to discover, observe, see through, and deduct microscopic evidence of unsolved cases. Why does he always go to the criminal sites? What explains his strange behavior? Meanwhile, a mystery unfolds with Ataru and a woman named Madoka, who is a killer. The woman possesses the same extraordinary memory and deductive reasoning abilities as Ataru. Who is she?",2.3938,/sQNlKAwD7HMSJwLuzgUr2eeEHfC.jpg,2013-09-14,Ataru: The First Love & The Last Kill,False,6.0,7
False,,"[35, 10749]",819059,ja,愛人 A LOVER,"""Won't you be my lover? Unless there are some rules...""",1.6949,/dDHIEZg9n2XZJMIUc52azlnnt04.jpg,1992-10-23,Aijin: A Lover,False,0.0,0
False,,"[28, 80, 53]",603449,en,"Farewell, My Love","Brigit as a young girl saw her family killed by the Karpovs, a Russian crime family, she would have been dead too, if her neighbor did not come to her house and saved her. Years later, she plans to take out all of the Karpovs, and she does. However, the Reillys, the Karpovs rival are afraid that the Karpovs will think that they are behind it. So, they grab her so that they could find out what's going on",1.5343,/tCVA9dyyPmzCJTUmrzkx8Pfk28x.jpg,2000-02-15,"Farewell, My Love",False,2.75,4
False,,[],1437156,ja,映画ラストマン -FIRST LOVE-,,3.3668,/ojRoq6Xv9aWTFUcVg0mF83LXzqM.jpg,2025-12-24,Last Man -FIRST LOVE-,False,0.0,0
False,/2X0utoCHq1C7BXcVN4UWeJf5Y9B.jpg,"[35, 10749]",284374,en,Love or Whatever,"Corey had it all - a successful career, bags of charm and, most of all, a bright future with his boyfriend. But, when his other half commits the ultimate betrayal and dumps him for a woman, he embarks upon a wild journey of self-discovery. Soon, he meets a potentially perfect new guy but first he needs to make some life-changing choices.",4.4649,/htnOQG6gerwfKasfRL7TlQGDnd3.jpg,2012-10-23,Love or Whatever,False,4.8,20
False,/sf5FxYIqmzeE4mndvaKkv46efMx.jpg,"[878, 28, 16, 18]",413222,ja,超音戦士ボーグマン LOVERS RAIN,"Picking up several years after the dissolution of the original Borgman team, this volume reunites the three remaining members--rocket scientist Ryo, his girlfriend Anise, and police officer Chuck Sweager--for the emotionally-driven episode ""Lover`s Rain,"" which finds the trio facing an army of the undead bent on a rampage of murder and destruction.",2.8651,/h0qmkOl6Wn0eKO4wYz5OQ7FH8hR.jpg,1990-12-27,Sonic Soldier Borgman: Lover's Rain,False,6.6,6
False,/p9XaeUMJEjXSOhZ07PKZN0YtV1A.jpg,"[878, 28, 12]",37986,ja,劇場版 仮面ライダーカブト GOD SPEED LOVE,"In 1999, an enormous meteor crashed onto Earth carrying extraterrestrial creatures known as Worms within it. These creatures took on the identities of real humans and then killed them. In order to counter this new threat, ZECT was formed, who in turn created the Masked Rider System to combat the Worms. The battles lasts over seven years, depleting Earth's resources and turning it into a barren wasteland. By present time, power struggles in ZECT have caused a new group, known as Neo-ZECT, to be created. Souji Tendou, a man weilding the Kabuto Zector, decides to sell his power to either ZECT or Neo-Zect for unkown reasons.",3.6483,/7eRCsy1ES4cTcYSBjuOFaaomFCJ.jpg,2006-08-05,Kamen Rider Kabuto: God Speed Love,False,6.5,14
False,,"[10749, 18]",117655,te,Its My Love Story,"Vandana is a fashion designing student in Vizag, who convinces her parents to let her move to Hyderabad. Arjun, is a Hyderabad-based game developer. The two become friends and after one bad experience with her roommate, Vandana moves in with Arjun. When Vandana’s mother learns of this, she rushes to Hyderabad and brings her back to Vizag. That’s when the estranged friends realize their true feelings for each other.",2.9578,/2I0Gxs0enYTaIMrukABg9PCHMaw.jpg,2011-11-11,It's My Love Story,False,4.5,2
False,/tLAzri58mu0nFurXI10M6eYm0LD.jpg,"[18, 10749]",173129,zh,金瓶風月,"A corrupt local official, Xi Men Qing, who lusts after women and money, pursues his brother's young wife, Lee Ping Er. Ping finds Men attractive, and under her drunken husband's nose, she and Men work their way through the illustrations of a pillow book, the ""Golden Lotus."" Men pursues the same feat with his fourth concubine, Pan Jing Lien, who lives in the compound next to Ping. Jing's jealousy compounds a tale of humiliation, childbirth, death, and depravity. Does karma or enlightenment await anyone?",2.9092,/nA1WbYl6Sllm71g8koNXhjWbMOc.jpg,1991-05-09,The Golden Lotus: Love and Desire,False,6.6,50
False,/oBcvmHD7lbaX8RZ7NXvO05fIJef.jpg,"[10749, 18, 35]",1355666,ko,고백의 역사,A lovestruck teen plans to win the school heartthrob by going from curly to straight hair — until a new transfer student changes everything.,13.5911,/e7jStO2xfBUAUK37LbINHd1qtgy.jpg,2025-08-28,Love Untangled,False,8.42,131
False,/4fza1QWpGAoxReiEsnvdFBeMyfX.jpg,"[10749, 18, 35]",286687,ko,화려한 외출,"Korea's most popular song writer Hee-soo runs into a nineteen-year-old boy in the elevator. Hee-soo is inspired by a new song watching him shake at her figure. She starts to tell him about women under the excuse that she's teaching him music. They fall for each other but things get complicated when her life teacher, Joon-ho who taught her about life and music comes back.",5.0202,/xw1ygSZtjJLD0UkspIQghV7yqE4.jpg,2013-12-05,Love Lesson,False,6.81,42
False,,"[99, 27]",938804,en,Fear and Love: The Story of The Exorcist,"A intimate reflection at the making of and cultural phenomenon of one of the most popular and profitable horror films ever made, The Exorcist (1973).",2.2674,/hiBRNl2AnfbY8llQQP8KIB9kLJ0.jpg,2024-03-26,Fear and Love: The Story of The Exorcist,False,0.0,0
False,,"[10749, 14]",591397,ja,Doki Doki ヴァージン　もういちど I LOVE YOU,"Just when Hideki thinks he will lose his virginity, he gets hit by a car, and dies. God gives him a 2nd chance by placing his mind into the body of Sachiko's best friend, a girl. Can he convince Sachiko of his love?",1.1044,/91GirQ8WcI54tHmwGMbuSKga960.jpg,1990-10-26,Doki doki Virgin mô ichido I Love You,False,0.0,0
False,/x3W4pevHxcuFZIIefpRpA7XCmfK.jpg,"[18, 10749]",1126756,en,Love Time,"Newly arrived in the nineteenth century court of Emperor Francis 1st of Austria Countess Valerie happens to overhear a young pianist and advises him to play with more feeling, for he is playing a piece by Franz Schubert, her favorite composer. Unknown to Valerie, the man is Schubert, and he playfully keeps his identity a secret. Valerie visits Franz the next day, and he teaches her to play the violin part of a new song he has written, and she hopes for romance though he still longs for his lost love Caroline. But as a week passes, he forgets Caroline and returns Valerie's affections. When Franz is evicted, there is much tumult, but he is finally called to court where his music is celebrated, and Valerie and he are reunited.",2.4865,/tXI5OugRvLHrW7zV6kh1PZvbDgt.jpg,1934-11-03,Love Time,False,0.0,0
False,/nBKrBDxNx10SuAKPLRtBXoRku5y.jpg,"[16, 35, 14]",1359607,ja,小林さんちのメイドラゴン さみしがりやの竜,"Miss Kobayashi, Tohru, Kanna, and Iruru's peaceful lives are shattered when Kanna's father, Kimun Kamui, leader of the Chaos Forces, arrives and forces her to return to the Dragon World to fix a past mistake. With a war brewing between Chaos and Harmony, Kanna must find a way to unite the two worlds but is torn between her loyalty to her friends and her father's demands. Miss Kobayashi, however, refuses to let her go and tries to mend Kanna and Kamui's broken bond. As dragons clash, Iruru uncovers a hidden force manipulating the war. Can they stop the war before it consumes both worlds?",3.3996,/aGJufmkzFUgPiKU1sBOqHTZT2yq.jpg,2025-06-27,Miss Kobayashi's Dragon Maid: A lonely dragon wants to be loved,False,7.167,6
